CustomerId,CustomerName,CustomerSurname,CustomerEmail,CustomerDistrict,CustomerCity,CustomerCountry,CustomerGender,CustomerBalance,CustomerCreatedDate,CustomerIsActive
70,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Trakia,Varna,Bulgaristan,Kadın,7881.4,2026-01-16,1
71,Marie,Richter,marie.richter@almanya.shop,Bad Cannstatt,Leipzig,Almanya,Erkek,37468.05,2026-01-17,1
72,Ali,Şahin,ali.şahin@türkiye.shop,Osmangazi,İzmir,Türkiye,Kadın,18649.61,2026-02-09,1
73,Maria,Dimitriou,maria.dimitriou@yunanistan.shop,Glyfada,Atina,Yunanistan,Erkek,33935.7,2026-01-22,1
74,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Nilüfer,İstanbul,Türkiye,Kadın,10789.71,2026-02-02,1
75,Elena,Marin,elena.marin@romanya.shop,Sud,Timişoara,Romanya,Kadın,14239.55,2026-02-02,1
76,Anna,Kowalska,anna.kowalska@polonya.shop,Centrum,Varşova,Polonya,Erkek,205.43,2026-02-02,1
77,Hanna,Schneider,hanna.schneider@almanya.shop,Pasing,Leipzig,Almanya,Kadın,35.33,2026-02-07,1
78,Felix,Klein,felix.klein@almanya.shop,Altona,Münih,Almanya,Erkek,29961.84,2026-02-09,1
79,Anna,Fontana,anna.fontana@i̇talya.shop,San Donato,Bologna,İtalya,Kadın,23957.96,2026-01-20,1
80,Emre,Aydın,emre.aydın@türkiye.shop,Konak,Bursa,Türkiye,Kadın,3719.82,2026-01-28,1
81,Elif,Koç,elif.koç@türkiye.shop,Çankaya,İstanbul,Türkiye,Erkek,37128.06,2026-01-09,1
82,Marco,Bianchi,marco.bianchi@i̇talya.shop,Barcola,Palermo,İtalya,Kadın,817.26,2026-01-04,1
83,Ayşe,Demir,ayşe.demir@türkiye.shop,Üsküdar,Antalya,Türkiye,Erkek,14805.07,2026-01-11,1
84,Maria,Petrova,maria.petrova@bulgaristan.shop,Lozenets,Filibe,Bulgaristan,Kadın,39494.47,2026-01-12,1
85,Felix,Klein,felix.klein@almanya.shop,Mitte,Berlin,Almanya,Erkek,27037.58,2026-01-16,1
86,Matteo,Ricci,matteo.ricci@i̇talya.shop,Barcola,Trieste,İtalya,Kadın,20978.84,2026-01-11,1
87,Emilia,Bauer,emilia.bauer@almanya.shop,Pasing,Köln,Almanya,Erkek,9949.17,2026-01-19,1
88,Magdalena,Wójcik,magdalena.wójcik@polonya.shop,Centrum,Krakow,Polonya,Erkek,28359.01,2026-02-20,1
89,Giulia,Rossi,giulia.rossi@i̇talya.shop,Monreale,Torino,İtalya,Kadın,18365.11,2026-01-28,1
90,Andrei,Popescu,andrei.popescu@romanya.shop,Sud,Timişoara,Romanya,Kadın,1296.45,2026-01-20,1
91,Ali,Şahin,ali.şahin@türkiye.shop,Üsküdar,Eskişehir,Türkiye,Kadın,20864.18,2026-01-27,1
92,Anna,Kowalska,anna.kowalska@polonya.shop,Śródmieście,Wroclaw,Polonya,Erkek,20762.97,2026-02-01,1
93,Ioana,Ionescu,ioana.ionescu@romanya.shop,Sector 1,Timişoara,Romanya,Erkek,16538.75,2026-01-06,1
94,Lorenzo,Greco,lorenzo.greco@i̇talya.shop,San Donato,Torino,İtalya,Erkek,9369.72,2026-01-03,1
95,Nikola,Marković,nikola.marković@sırbistan.shop,Mediana,Niş,Sırbistan,Erkek,36797.97,2026-01-27,1
96,Anna,Fontana,anna.fontana@i̇talya.shop,Monreale,Milano,İtalya,Erkek,38309.28,2026-01-22,1
97,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Lozenets,Filibe,Bulgaristan,Kadın,11189.08,2026-02-12,1
98,Anna,Fontana,anna.fontana@i̇talya.shop,Borgo,Torino,İtalya,Kadın,18439.12,2026-01-21,1
99,Jelena,Petrović,jelena.petrović@sırbistan.shop,Zemun,Belgrad,Sırbistan,Erkek,4722.69,2026-01-28,1
100,Elena,Marin,elena.marin@romanya.shop,Sector 1,Bükreş,Romanya,Kadın,9553.79,2026-01-08,1
101,Emre,Aydın,emre.aydın@türkiye.shop,Konak,İzmir,Türkiye,Kadın,13030.26,2026-01-26,1
102,Giulia,Rossi,giulia.rossi@i̇talya.shop,Barcola,Palermo,İtalya,Kadın,32328.76,2026-02-19,1
103,Elena,Marin,elena.marin@romanya.shop,Centru,Yaş,Romanya,Kadın,15509.12,2026-01-03,1
104,Eleni,Nikolaou,eleni.nikolaou@yunanistan.shop,Glyfada,Selanik,Yunanistan,Erkek,398.95,2026-01-22,1
105,Anna,Kowalska,anna.kowalska@polonya.shop,Stare Miasto,Krakow,Polonya,Erkek,9614.79,2026-01-05,1
106,Alessandro,Conti,alessandro.conti@i̇talya.shop,Lingotto,Torino,İtalya,Erkek,36814.5,2026-01-06,1
107,Ana,Ivić,ana.ivić@sırbistan.shop,Zemun,Novi Sad,Sırbistan,Kadın,23770.64,2026-01-30,1
108,Maria,Petrova,maria.petrova@bulgaristan.shop,Izgrev,Burgaz,Bulgaristan,Erkek,14849.21,2026-01-02,1
109,Elena,Vasileva,elena.vasileva@bulgaristan.shop,Lozenets,Filibe,Bulgaristan,Erkek,38206.22,2026-02-05,1
110,Emilia,Bauer,emilia.bauer@almanya.shop,Plagwitz,Hamburg,Almanya,Erkek,19814.48,2026-01-09,1
111,Anna,Fontana,anna.fontana@i̇talya.shop,Borgo,Bologna,İtalya,Kadın,33887.6,2026-01-07,1
112,Lukas,Müller,lukas.müller@almanya.shop,Bad Cannstatt,Köln,Almanya,Erkek,20278.89,2026-02-10,1
113,Anna,Fontana,anna.fontana@i̇talya.shop,Lingotto,Palermo,İtalya,Erkek,16467.66,2026-02-11,1
114,Felix,Klein,felix.klein@almanya.shop,Plagwitz,Münih,Almanya,Erkek,2336.13,2026-01-18,1
115,Georgios,Kostas,georgios.kostas@yunanistan.shop,Kalamaria,Atina,Yunanistan,Erkek,36578.16,2026-02-04,1
116,Mihai,Radu,mihai.radu@romanya.shop,Sud,Yaş,Romanya,Kadın,20195.48,2026-01-10,1
117,Elif,Koç,elif.koç@türkiye.shop,Çankaya,Ankara,Türkiye,Erkek,936.97,2026-02-07,1
118,Maria,Petrova,maria.petrova@bulgaristan.shop,Centar,Filibe,Bulgaristan,Kadın,11275.34,2026-01-10,1
119,Alessandro,Conti,alessandro.conti@i̇talya.shop,Centro,Milano,İtalya,Kadın,24522.15,2026-02-03,1
120,Giulia,Rossi,giulia.rossi@i̇talya.shop,Lingotto,Palermo,İtalya,Kadın,819.97,2026-02-19,1
121,Ioana,Ionescu,ioana.ionescu@romanya.shop,Centru,Köstence,Romanya,Erkek,11990.98,2026-01-27,1
122,Mihai,Radu,mihai.radu@romanya.shop,Tomis,Bükreş,Romanya,Erkek,22858.68,2026-02-07,1
123,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Üsküdar,Ankara,Türkiye,Kadın,18442.19,2026-02-12,1
124,Nikola,Marković,nikola.marković@sırbistan.shop,Zemun,Novi Sad,Sırbistan,Kadın,5083.42,2026-02-05,1
125,Alessandro,Conti,alessandro.conti@i̇talya.shop,Centro,Torino,İtalya,Kadın,3277.99,2026-01-08,1
126,Jelena,Petrović,jelena.petrović@sırbistan.shop,Centar,Novi Sad,Sırbistan,Kadın,19456.71,2026-02-06,1
127,Fatma,Çelik,fatma.çelik@türkiye.shop,Konak,Eskişehir,Türkiye,Kadın,37228.94,2026-02-06,1
128,Giulia,Rossi,giulia.rossi@i̇talya.shop,Monreale,Palermo,İtalya,Erkek,1710.67,2026-01-06,1
129,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Nilüfer,Eskişehir,Türkiye,Erkek,32901.25,2026-01-10,1
130,Ali,Şahin,ali.şahin@türkiye.shop,Üsküdar,Ankara,Türkiye,Kadın,5543.86,2026-01-17,1
131,Andrei,Popescu,andrei.popescu@romanya.shop,Centru,Timişoara,Romanya,Erkek,30181.85,2026-01-30,1
132,Georgi,Nikolov,georgi.nikolov@bulgaristan.shop,Izgrev,Filibe,Bulgaristan,Kadın,25121.72,2026-01-21,1
133,Eleni,Nikolaou,eleni.nikolaou@yunanistan.shop,Center,Gümülcine,Yunanistan,Kadın,28563.45,2026-01-14,1
134,Jelena,Petrović,jelena.petrović@sırbistan.shop,Mediana,Niş,Sırbistan,Erkek,35980.49,2026-01-24,1
135,Laura,Weber,laura.weber@almanya.shop,Pasing,Münih,Almanya,Kadın,2967.03,2026-02-20,1
136,Emilia,Bauer,emilia.bauer@almanya.shop,Plagwitz,Berlin,Almanya,Kadın,18195.98,2026-01-01,1
137,Marco,Bianchi,marco.bianchi@i̇talya.shop,San Donato,Torino,İtalya,Kadın,11539.59,2026-02-06,1
138,Giulia,Rossi,giulia.rossi@i̇talya.shop,San Donato,Verona,İtalya,Erkek,12712.38,2026-02-08,1
139,Hanna,Schneider,hanna.schneider@almanya.shop,Altona,Köln,Almanya,Kadın,27283.95,2026-02-17,1
140,Marko,Jovanović,marko.jovanović@sırbistan.shop,Zemun,Novi Sad,Sırbistan,Erkek,14569.01,2026-01-22,1
141,Georgi,Nikolov,georgi.nikolov@bulgaristan.shop,Izgrev,Sofya,Bulgaristan,Erkek,26870.15,2026-01-13,1
142,Cristian,Stan,cristian.stan@romanya.shop,Sector 1,Bükreş,Romanya,Erkek,20706.97,2026-02-01,1
143,Mihai,Radu,mihai.radu@romanya.shop,Sud,Bükreş,Romanya,Kadın,2268.96,2026-01-19,1
144,Eleni,Nikolaou,eleni.nikolaou@yunanistan.shop,Kalamaria,Selanik,Yunanistan,Erkek,30566.95,2026-01-23,1
145,Felix,Klein,felix.klein@almanya.shop,Zentrum,Berlin,Almanya,Kadın,8705.28,2026-01-22,1
146,Lukas,Müller,lukas.müller@almanya.shop,Mitte,Leipzig,Almanya,Kadın,16967.26,2026-02-01,1
147,Matteo,Ricci,matteo.ricci@i̇talya.shop,Barcola,Torino,İtalya,Erkek,30205.98,2026-02-20,1
148,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Osmangazi,Bursa,Türkiye,Kadın,2679.25,2026-01-30,1
149,Lukas,Müller,lukas.müller@almanya.shop,Bad Cannstatt,Köln,Almanya,Kadın,32537.73,2026-02-08,1
150,Georgios,Kostas,georgios.kostas@yunanistan.shop,Kalamaria,Selanik,Yunanistan,Kadın,15647.27,2026-01-05,1
151,Ayşe,Demir,ayşe.demir@türkiye.shop,Nilüfer,Adana,Türkiye,Erkek,15730.09,2026-01-14,1
152,Lorenzo,Greco,lorenzo.greco@i̇talya.shop,Centro,Bologna,İtalya,Erkek,12534.76,2026-02-10,1
153,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Şişli,İzmir,Türkiye,Kadın,23863.95,2026-02-19,1
154,Maria,Dimitriou,maria.dimitriou@yunanistan.shop,Center,Selanik,Yunanistan,Kadın,24450.86,2026-02-18,1
155,Hanna,Schneider,hanna.schneider@almanya.shop,Mitte,Köln,Almanya,Erkek,16369.61,2026-02-15,1
156,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Osmangazi,Ankara,Türkiye,Erkek,2027.38,2026-02-19,1
157,Fatma,Çelik,fatma.çelik@türkiye.shop,Çankaya,Bursa,Türkiye,Kadın,10012.53,2026-02-01,1
158,Elena,Marin,elena.marin@romanya.shop,Tomis,Yaş,Romanya,Erkek,27111.16,2026-02-01,1
159,Francesca,Romano,francesca.romano@i̇talya.shop,San Donato,Verona,İtalya,Erkek,32143.54,2026-01-27,1
160,Fatma,Çelik,fatma.çelik@türkiye.shop,Şişli,Eskişehir,Türkiye,Erkek,30423.9,2026-02-01,1
161,Marco,Bianchi,marco.bianchi@i̇talya.shop,San Donato,Torino,İtalya,Kadın,34977.41,2026-01-31,1
162,Georgi,Nikolov,georgi.nikolov@bulgaristan.shop,Centar,Burgaz,Bulgaristan,Erkek,14741.61,2026-01-13,1
163,Marko,Jovanović,marko.jovanović@sırbistan.shop,Mediana,Niş,Sırbistan,Erkek,8857.45,2026-02-11,1
164,Ioana,Ionescu,ioana.ionescu@romanya.shop,Sector 1,Bükreş,Romanya,Erkek,14089.35,2026-02-11,1
165,Andrei,Popescu,andrei.popescu@romanya.shop,Sector 1,Timişoara,Romanya,Erkek,35529.13,2026-01-08,1
166,Noah,Schulz,noah.schulz@almanya.shop,Bad Cannstatt,Stuttgart,Almanya,Erkek,19207.47,2026-01-23,1
167,Andrei,Popescu,andrei.popescu@romanya.shop,Tomis,Köstence,Romanya,Kadın,5393.78,2026-01-16,1
168,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Üsküdar,Bursa,Türkiye,Erkek,13726.27,2026-02-18,1
169,Francesca,Romano,francesca.romano@i̇talya.shop,Centro,Milano,İtalya,Kadın,36454.77,2026-01-21,1
170,Kamil,Nowak,kamil.nowak@polonya.shop,Śródmieście,Varşova,Polonya,Kadın,22362.67,2026-02-01,1
171,Anna,Kowalska,anna.kowalska@polonya.shop,Centrum,Krakow,Polonya,Erkek,25483.35,2026-02-05,1
172,Marko,Jovanović,marko.jovanović@sırbistan.shop,Zemun,Belgrad,Sırbistan,Kadın,22699.43,2026-02-18,1
173,Elif,Koç,elif.koç@türkiye.shop,Beşiktaş,Adana,Türkiye,Kadın,7060.25,2026-02-11,1
174,Georgios,Kostas,georgios.kostas@yunanistan.shop,Kalamaria,Atina,Yunanistan,Erkek,39286.27,2026-01-23,1
175,Nikola,Marković,nikola.marković@sırbistan.shop,Centar,Belgrad,Sırbistan,Erkek,18856.73,2026-01-04,1
176,Anna,Fontana,anna.fontana@i̇talya.shop,Borgo,Trieste,İtalya,Erkek,22035.12,2026-02-09,1
177,Marie,Richter,marie.richter@almanya.shop,Mitte,Berlin,Almanya,Kadın,6127.98,2026-01-23,1
178,Fatma,Çelik,fatma.çelik@türkiye.shop,Çankaya,Adana,Türkiye,Erkek,4286.48,2026-01-16,1
179,Maria,Dimitriou,maria.dimitriou@yunanistan.shop,Glyfada,Selanik,Yunanistan,Erkek,20839.87,2026-01-21,1
180,Lukas,Müller,lukas.müller@almanya.shop,Pasing,Münih,Almanya,Erkek,16986.3,2026-01-27,1
181,Fatma,Çelik,fatma.çelik@türkiye.shop,Nilüfer,İstanbul,Türkiye,Kadın,29449.9,2026-01-08,1
182,Eleni,Nikolaou,eleni.nikolaou@yunanistan.shop,Center,Selanik,Yunanistan,Erkek,39042.85,2026-02-04,1
183,Jonas,Fischer,jonas.fischer@almanya.shop,Altona,Berlin,Almanya,Erkek,14674.28,2026-02-07,1
184,Ayşe,Demir,ayşe.demir@türkiye.shop,Beşiktaş,İzmir,Türkiye,Kadın,7869.38,2026-02-07,1
185,Marko,Jovanović,marko.jovanović@sırbistan.shop,Mediana,Belgrad,Sırbistan,Erkek,2594.65,2026-01-28,1
186,Elif,Koç,elif.koç@türkiye.shop,Konak,İstanbul,Türkiye,Kadın,7488.91,2026-02-13,1
187,Piotr,Zieliński,piotr.zieliński@polonya.shop,Centrum,Krakow,Polonya,Erkek,8112.05,2026-02-20,1
188,Mehmet,Kaya,mehmet.kaya@türkiye.shop,Çankaya,İzmir,Türkiye,Erkek,17810.09,2026-01-04,1
189,Elif,Koç,elif.koç@türkiye.shop,Beşiktaş,Adana,Türkiye,Erkek,26536.85,2026-02-11,1
190,Maria,Dimitriou,maria.dimitriou@yunanistan.shop,Center,Atina,Yunanistan,Kadın,38213.9,2026-02-01,1
191,Kamil,Nowak,kamil.nowak@polonya.shop,Śródmieście,Varşova,Polonya,Erkek,12945.79,2026-01-20,1
192,Elena,Marin,elena.marin@romanya.shop,Sector 1,Yaş,Romanya,Erkek,3366.16,2026-02-06,1
193,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Çankaya,İzmir,Türkiye,Kadın,23295.69,2026-02-04,1
194,Mihai,Radu,mihai.radu@romanya.shop,Centru,Bükreş,Romanya,Erkek,21772.79,2026-01-08,1
195,Anna,Fontana,anna.fontana@i̇talya.shop,Barcola,Torino,İtalya,Kadın,9576.97,2026-01-07,1
196,Francesca,Romano,francesca.romano@i̇talya.shop,San Donato,Bologna,İtalya,Erkek,26967.98,2026-01-03,1
197,Lorenzo,Greco,lorenzo.greco@i̇talya.shop,Borgo,Milano,İtalya,Kadın,17920.92,2026-01-16,1
198,Maria,Dimitriou,maria.dimitriou@yunanistan.shop,Glyfada,Gümülcine,Yunanistan,Erkek,22227.23,2026-01-03,1
199,Jelena,Petrović,jelena.petrović@sırbistan.shop,Mediana,Niş,Sırbistan,Kadın,14092.27,2026-01-16,1
200,Cristian,Stan,cristian.stan@romanya.shop,Centru,Yaş,Romanya,Erkek,26908.64,2026-02-15,1
201,Kamil,Nowak,kamil.nowak@polonya.shop,Stare Miasto,Wroclaw,Polonya,Kadın,30416.05,2026-01-10,1
202,Ivan,Dimitrov,ivan.dimitrov@bulgaristan.shop,Izgrev,Sofya,Bulgaristan,Erkek,34830.24,2026-01-19,1
203,Marco,Bianchi,marco.bianchi@i̇talya.shop,Barcola,Torino,İtalya,Kadın,10255.28,2026-01-07,1
204,Murat,Yılmaz,murat.yılmaz@türkiye.shop,Osmangazi,İzmir,Türkiye,Kadın,26819.06,2026-02-02,1
205,Eleni,Nikolaou,eleni.nikolaou@yunanistan.shop,Kalamaria,Selanik,Yunanistan,Erkek,7190.1,2026-01-04,1
206,Elif,Koç,elif.koç@türkiye.shop,Beşiktaş,Ankara,Türkiye,Kadın,26712.24,2026-01-03,1
207,Elena,Marin,elena.marin@romanya.shop,Sud,Timişoara,Romanya,Kadın,31039.91,2026-02-13,1
208,Andrei,Popescu,andrei.popescu@romanya.shop,Tomis,Timişoara,Romanya,Erkek,10402.53,2026-02-14,1
209,Marko,Jovanović,marko.jovanović@sırbistan.shop,Mediana,Niş,Sırbistan,Erkek,19249.84,2026-02-07,1
210,Ivan,Dimitrov,ivan.dimitrov@bulgaristan.shop,Trakia,Varna,Bulgaristan,Erkek,28871.34,2026-01-24,1
211,Marco,Bianchi,marco.bianchi@i̇talya.shop,Centro,Palermo,İtalya,Erkek,3008.2,2026-02-01,1
212,Ayşe,Demir,ayşe.demir@türkiye.shop,Kadıköy,Ankara,Türkiye,Kadın,16619.21,2026-02-18,1
213,Ali,Şahin,ali.şahin@türkiye.shop,Üsküdar,Bursa,Türkiye,Kadın,13441.41,2026-01-05,1
214,Ayşe,Demir,ayşe.demir@türkiye.shop,Kadıköy,Adana,Türkiye,Erkek,37532.92,2026-01-22,1
215,Jonas,Fischer,jonas.fischer@almanya.shop,Altona,Leipzig,Almanya,Kadın,31205.8,2026-01-15,1
216,Mihai,Radu,mihai.radu@romanya.shop,Sud,Köstence,Romanya,Erkek,28883.66,2026-02-14,1
217,Zeynep,Arslan,zeynep.arslan@türkiye.shop,Konak,İzmir,Türkiye,Kadın,13600.03,2026-02-13,1
218,Jonas,Fischer,jonas.fischer@almanya.shop,Mitte,Berlin,Almanya,Kadın,32770.25,2026-01-11,1
